hash	auto_verified	verified	checked	citation	title	author	year
('Haghighi, A.; Ng, A.; and Manning, C. D. 2005. Robusttextual inference via graph matching. In Proceedings ofthe Conference on Empirical Methods in Natural LanguageProcessing (EMNLP-05).', 'CITATION ONLY')	0	1	1	Haghighi, A.; Ng, A.; and Manning, C. D. 2005. Robusttextual inference via graph matching. In Proceedings ofthe Conference on Empirical Methods in Natural LanguageProcessing (EMNLP-05).	Robust textual inference via graph matching	Aria D. Haghighi and Andrew Y. Ng and Christopher D. Manning	2005
('Learning to recognize features of valid textual entailments', 2006)	0	1	1	MacCartney, B.; Grenager, T.; de Marneffe, M.-C.; Cer, D.;and Manning, C. D. 2006. Learning to recognize featuresof valid textual entailments. In Proceedings of the NorthAmerican Association for Computational Linguistics.	Learning to recognize features of valid textual entailments	Bill MacCartney and Trond Grenager and Marie-Catherine de Marneffe and Daniel Cer and Christopher D. Manning	2006
('High performance question/answering', 2001)	0	1	1	Pasca, M., and Harabagiu, S. 2001. High performancequestion/answering. In SIGIR â€™01, 366â€“374.	High performance question/answering	Marius A. Pasca and Sandra M. Harabagiu	2001
('Denis Bouchard,The Semantics of Syntax. A Minimalist Approach to Grammar', 1999)	0	0	1	Sanchez-Valencia, V. 1991. Studies on Natural Logic andCategorial Grammar. University of Amsterdam dissertation.	Denis Bouchard,The Semantics of Syntax. A Minimalist Approach to Grammar	Víctor Sánchez-Valencia	1999
("D.J. Watts, S.H. Strogatz, Collective dynamics of ‘small-world' networks, Nature 393 (1998) 440–442.", 'CITATION ONLY')	0	1	1	D.J. Watts, S.H. Strogatz, Collective dynamics of ‘small-world' networks, Nature 393 (1998) 440–442.	Collective dynamics of ‘small-world’ networks	Duncan J. Watts and Steven H. Strogatz	1998
('Classes of small-world networks', 2000)	0	1	1	L.A.N. Amaral, A. Scala, M. Barthelemy, and H.E. Stanley, Proc. Natl. Acad. Sci. U.S.A. 97, 11 149 (2000).	Classes of small-world networks	L. A. N. Amaral and A. Scala and M. Barthelemy and H. E. Stanley	2000
('R. Albert and A.-L. BarabÃ¡si, Rev. Mod. Phys. 74, 47 (2002).', 'CITATION ONLY')	0	0	1	R. Albert and A.-L. BarabÃ¡si, Rev. Mod. Phys. 74, 47 (2002).	Statistical mechanics of complex networks	Réka Albert and Albert-László Barabási	2002
('Evolution of networks', 2002)	0	0	1	S. Dorogovtsev et al., Adv. Phys. 51, 1079 (2002).	Evolution of networks	S. N. Dorogovtsev and J. F. F. Mendes	2002
('Size and form in efficient transportation networks', 1999)	0	1	1	J. Banavar et al., Nature (London) 399, 130 (1999).	Size and form in efficient transportation networks	Jayanth R. Banavar and Amos Maritan and Andrea Rinaldo	1999
('Prediction: A game of chance', 2002)	0	0	1	M. Buchanan, Nature (London) 419, 787 (2002).	Prediction: A game of chance	Mark Buchanan	2002
('Scale-free topology of e-mail networks', 2002)	0	1	1	H. Ebel et al., Phys. Rev. E 66, 035103 (2002).	Scale-free topology of e-mail networks	Holger Ebel and Lutz-Ingo Mielsch and Stefan Bornholdt	2002
('Adam Smith on the American Revolution: an Unpublished Memorial', 1933)	0	0	1	R. Smith (unpublished); R. Smith, arXiv:cond-mat/0206378.	Adam Smith on the American Revolution: an Unpublished Memorial	None	1933
('Guardiola Bonet, José Jorge', 2011)	0	0	1	X. Guardiola et al. (unpublished); X. Guardiola, arXiv:cond-mat/0206240.	Guardiola Bonet, José Jorge	None	2011
('Cardy-Verlinde formula and entropy bounds in Kerr-Newman-AdS4/dS4black hole backgrounds', 2002)	0	0	1	M.E.J. Newman et al., Phys. Rev. E 66, 035101(R) (2002).	Cardy-Verlinde formula and entropy bounds in Kerr-Newman-AdS4/dS4black hole backgrounds	Jiliang Jing	2002
('Classical super-radiance in Kerr–Newman–anti-de Sitter black holes', 2001)	0	0	1	M.E.J. Newman et al., Phys. Rev. E 64, 026118 (2001).	Classical super-radiance in Kerr–Newman–anti-de Sitter black holes	Elizabeth Winstanley	2001
('Book Reviews: Networks : John Scott: Network Analysis: A Handbook. London, England, and New bury Park, CA: Sage Publications, 1992. Stanley Wasserman and Katherine Faust: Social Network Analysis: Methods and Applications. Cambridge, England and New York: Cambridge University Press, 1994', 1994)	0	0	1	Wasserman S, Faust K (1994) Social network analysis: methods and applications. Cambridge University Press, Cambridge	Book Reviews: Networks : John Scott: Network Analysis: A Handbook. London, England, and New bury Park, CA: Sage Publications, 1992. Stanley Wasserman and Katherine Faust: Social Network Analysis: Methods and Applications. Cambridge, England and New York: Cambridge University Press, 1994	Blyden B. Potts	1994
('Erratum: Scientific collaboration networks. II. Shortest paths, weighted networks, and centrality [Phys. Rev. E64, 016132 (2001)]', 2006)	0	0	1	M.E.J. Newman, Phys. Rev. E 64, 016132 (2001).	Erratum: Scientific collaboration networks. II. Shortest paths, weighted networks, and centrality [Phys. Rev. E64, 016132 (2001)]	M. E. J. Newman	2006
('Book review. Fractal river basins: chance and self-organization. By Ignacio Rodriguez-Iturbe and Andrea Rinaldo. Cambridge University Press, Cambridge, UK, 1997.', 1999)	0	0	1	I. Rodriguez-Iturbe and A. Rinaldo, Fractal River Basins: Chance and Self-organization (Cambridge University Press, Cambridge, 1996).	Book review. Fractal river basins: chance and self-organization. By Ignacio Rodriguez-Iturbe and Andrea Rinaldo. Cambridge University Press, Cambridge, UK, 1997.	Simon Fagan	1999
('The branching structure of diffusion-limited aggregates', 1997)	0	1	1	T.C. Halsey, Europhys. Lett. 39, 43 (1997).	The branching structure of diffusion-limited aggregates	T. C Halsey	1997
('Hierarchical organization in complex networks', 2003)	0	1	1	E. Ravasz and A.L. Barabasi. Hierarchical organizationin complex networks. Phys. Rev. E. 2003 ; 67, 026112.	Hierarchical organization in complex networks	Erzsébet Ravasz and Albert-László Barabási	2003
('Ian Goodyer (Ed.) The Depressed Child and Adolescent (2nd ed.) Cambridge: Cambridge University Press, 2001. pp. 388. £35.95 (pb).', 2001)	0	0	1	B. Bollobas, Random Graphs, 2nd ed. (Cambridge University Press, Cambridge, 2001).	Ian Goodyer (Ed.) The Depressed Child and Adolescent (2nd ed.) Cambridge: Cambridge University Press, 2001. pp. 388. £35.95 (pb).	None	2001
('Self-organized fractal river networks', 1993)	0	1	1	A. Rinaldo et al., Phys. Rev. Lett. 70, 822 (1993).	Self-organized fractal river networks	A. Rinaldo and I. Rodriguez-Iturbe and R. Rigon and E. Ijjasz-Vasquez and R. L. Bras	1993
('Scaling laws for river networks', 1996)	0	1	1	A. Maritan et al., Phys. Rev. E 53, 1510 (1996).	Scaling laws for river networks	Amos Maritan and Andrea Rinaldo and Riccardo Rigon and Achille Giacometti and Ignacio Rodríguez-Iturbe	1996
('Evolution of river networks', 1992)	0	1	1	S. Kramer and M. Marder, Phys. Rev. Lett. 68, 205 (1992).	Evolution of river networks	S. Kramer and M. Marder	1992
('Mechanism for Global Optimization of River Networks from Local Erosion Rules', 1996)	0	1	1	K. Sinclair and R.C. Ball, Phys. Rev. Lett. 76, 3360 (1996).	Mechanism for Global Optimization of River Networks from Local Erosion Rules	Kevin Sinclair and Robin C. Ball	1996
('EROSIONAL DEVELOPMENT OF STREAMS AND THEIR DRAINAGE BASINS; HYDROPHYSICAL APPROACH TO QUANTITATIVE MORPHOLOGY', 1945)	0	1	1	R.E. Horton, Bull. Geol. Soc. Am. 56, 275 (1945).	EROSIONAL DEVELOPMENT OF STREAMS AND THEIR DRAINAGE BASINS; HYDROPHYSICAL APPROACH TO QUANTITATIVE MORPHOLOGY	ROBERT E. HORTON	1945
('DYNAMIC BASIS OF GEOMORPHOLOGY', 1952)	0	1	1	A.N. Strahler, Bull. Geol. Soc. Am. 63, 923 (1952).	DYNAMIC BASIS OF GEOMORPHOLOGY	ARTHUR N. STRAHLER	1952
('Pathway Analyst Automated Metabolic Pathway Prediction', 2005)	0	1	1	Pireddu L, et al. Pathway analyst â€“ automated metabolic pathway prediction, Proceedings of the IEEE Symposium CIBCB , 2005San Diego, CA, USA	Pathway Analyst Automated Metabolic Pathway Prediction	L. Pireddu and B. Poulin and D. Szafron and P. Lu and D.S. Wishart	2005
('Metabolism and evolution of Haemophilus influenzae deduced from a whole-genome comparison with Escherichia coli', 1996)	0	1	1	Tatusov,R.L., Mushegian,A.R., Bork,P., Brown,N.P., Hayes,W.S., Borodovsky,M., Rudd,K.E. and Koonin,V. (1996) Curr. Biol. , 6, 279â€“291.	Metabolism and evolution of Haemophilus influenzae deduced from a whole-genome comparison with Escherichia coli	Roman L. Tatusov and Arcady R. Mushegian and Peer Bork and Nigel P. Brown and William S. Hayes and Mark Borodovsky and Kenneth E. Rudd and Eugene V. Koonin	1996
('Genome plasticity as a paradigm of eubacteria evolution', 1997)	0	1	1	Watanabe,H., Mori,H., Itoh,T. and Gojobori,T. (1997) J. Mol. Evol. , 44, S57â€“S64.	Genome plasticity as a paradigm of eubacteria evolution	Hidemi Watanabe and Hirotada Mori and Takeshi Itoh and Takashi Gojobori	1997
('Conserved Gene Clusters in Bacterial Genomes Provide Further Support for the Primacy of RNA', 1997)	0	1	1	Siefert,J.L., Martin,K.A., Abdi,F., Widger,W.R. and Fox,G.E. (1997) J. Mol. Evol. , 45, 467â€“472.	Conserved Gene Clusters in Bacterial Genomes Provide Further Support for the Primacy of RNA	Janet L. Siefert and Kirt A. Martin and Fadi Abdi and William R. Widger and George E. Fox	1997
('Conserved Clusters of Functionally Related Genes in Two Bacterial Genomes', 1997)	0	1	1	Tamames,J., Casari,G., Ouzounis,C. and Valencia,A. (1997) J. Mol. Evol. , 44, 66â€“73.	Conserved Clusters of Functionally Related Genes in Two Bacterial Genomes	Javier Tamames and Georg Casari and Christos Ouzounis and Alfonso Valencia	1997
('Pathway alignment: application to the comparative analysis of glycolytic enzymes', 1999)	0	1	1	Dandekar, T., Schuster, S., Snel, B., et al. 1999. Pathway alignment: application to the comparative analysis of glycolyticenzymes. Biochem. J. 343, 115â€“124.	Pathway alignment: application to the comparative analysis of glycolytic enzymes	Thomas DANDEKAR and Stefan SCHUSTER and Berend SNEL and Martijn HUYNEN and Peer BORK	1999
('The use of gene clusters to infer functional coupling', 1999)	0	1	1	Overbeek,R., Fonstein,M., Dâ€™Souza,M., Pusch,G.D. and Maltsev,N. (1999) Proc. Natl Acad. Sci. USA , 96, 2896â€“2901.	The use of gene clusters to infer functional coupling	R. Overbeek and M. Fonstein and M. D'Souza and G. D. Pusch and N. Maltsev	1999
('Faculty Ambivalence on Affirmative Action', 1996)	0	0	1	Lawrence,J.G. and Roth,J.R. (1996) Genetics , 143, 1843â€“1860.	Faculty Ambivalence on Affirmative Action	None	1996
('Rarey, M.; Dixon, J. S. Feature Trees: A New Molecular SimilarityMeasure Based on Tree Matching J. Comput.-Aided Mol. Des. 1998,12, 471-90.', 'CITATION ONLY')	0	1	1	Rarey, M.; Dixon, J. S. Feature Trees: A New Molecular SimilarityMeasure Based on Tree Matching J. Comput.-Aided Mol. Des. 1998,12, 471-90.	None	Matthias Rarey and J. Scott Dixon	1998
('Origin of genes encoding multi-enzymatic proteins in eukaryotes', 1997)	0	1	1	Davidson,J.N. and Peterson,M.L. (1997) Trends Genet. , 13, 281â€“285.	Origin of genes encoding multi-enzymatic proteins in eukaryotes	Jeffrey N. Davidson and Martha L. Peterson	1997
('A combined algorithm for genome-wide prediction of protein function', 1999)	0	1	1	Marcotte,E.M., Pellegrini,M., Ng,H.L., Rice,D.W., Yeates,T.O. and Eisenberg,D. (1999) Science , 285, 751â€“753.	A combined algorithm for genome-wide prediction of protein function	Edward M. Marcotte and Matteo Pellegrini and Michael J. Thompson and Todd O. Yeates and David Eisenberg	1999
('A Comparative Analysis of ABC Transporters in Complete Microbial Genomes', 1998)	0	1	1	Tomii,K. and Kanehisa,M. (1998) Genome Res. , 8, 1048â€“1059.	A Comparative Analysis of ABC Transporters in Complete Microbial Genomes	Kentaro Tomii and Minoru Kanehisa	1998
('Tandem Clusters of Membrane Proteins in Complete Genome Sequences', 2000)	0	1	1	Kihara,D. and Kanehisa,M. (2000) Genome Res. , 10, 731â€“743.	Tandem Clusters of Membrane Proteins in Complete Genome Sequences	D. Kihara	2000
('KEGG: Kyoto Encyclopedia of Genes and Genomes', 1999)	0	1	1	Ogata,H., Fujibuchi,W., Goto,S. and Kanehisa,M. (2000) Nucleic Acids Res. , 28, 4021â€“4028.	KEGG: Kyoto Encyclopedia of Genes and Genomes	H. Ogata and S. Goto and K. Sato and W. Fujibuchi and H. Bono and M. Kanehisa	1999
('Ogata,H., Goto,S., Sato,K., Fujibuchi,W., Bono,H. and Kanehisa,M. (1999) Nucleic Acids Res. , 27, 29â€“34.', 'CITATION ONLY')	0	1	1	Ogata,H., Goto,S., Sato,K., Fujibuchi,W., Bono,H. and Kanehisa,M. (1999) Nucleic Acids Res. , 27, 29â€“34.	KEGG: Kyoto Encyclopedia of Genes and Genomes	H. Ogata and S. Goto and K. Sato and W. Fujibuchi and H. Bono and M. Kanehisa	1999
('The Genomes of Escherichia coli K-12 and Pathogenic E. coli', 2002)	0	0	1	Blattner,F.R., Plunkett,G. III, Bloch,C.A., Perna,N.T., Burland,V., Riley,M., Collado-Vides.J., Glasner,J.D., Rode,C.K., Mayhew,G.F. et al. (1997) Science , 277, 1453â€“1474.	The Genomes of Escherichia coli K-12 and Pathogenic E. coli	Nicole T. Perna and Jeremy D. Glasner and Valerie Burland and Guy Plunkett	2002
('Whole-genome random sequencing and assembly of Haemophilus influenzae Rd', 1995)	0	1	1	Fleischmann,R.D., Adams,M.D., White,O., Clayton,R.A., Kirkness,E.F., Kerlavage,A.R., Bult,C.J., Tomb,J.-F., Dougherty,B.A., Merrick,J.M. et al. (1995) Science , 269, 496â€“512.	Whole-genome random sequencing and assembly of Haemophilus influenzae Rd	R. Fleischmann and M. Adams and O White and R. Clayton and E. Kirkness and A. Kerlavage and C. Bult and J. Tomb and B. Dougherty and J. Merrick and e. al.	1995
('The complete genome sequence of the gastric pathogen Helicobacter pylori', 1997)	0	0	0	Tomb,J.-F., White,O., Kerlavage,A.R., Clayton,R.A., Sutton,G.G., Fleischmann,R.D., Ketchum,K.A., Klenk,H.P., Gill,S. and Dougherty,B.A. et al. (1997) Nature , 388, 539â€“547.	The complete genome sequence of the gastric pathogen Helicobacter pylori	Jean-F. Tomb and Owen White and Anthony R. Kerlavage and Rebecca A. Clayton and Granger G. Sutton and Robert D. Fleischmann and Karen A. Ketchum and Hans Peter Klenk and Steven Gill and Brian A. Dougherty and Karen Nelson and John Quackenbush and Lixin Zhou and Ewen F. Kirkness and Scott Peterson and Brendan Loftus and Delwood Richardson and Robert Dodson and Hanif G. Khalak and Anna Glodek and Keith McKenney and Lisa M. Fitzegerald and Norman Lee and Mark D. Adams and Erin K. Hickey and Douglas E. Berg and Jeanine D. Gocayne and Teresa R. Utterback and Jeremy D. Peterson and Jenny M. Kelley and Matthew D. Cotton and Janice M. Weidman and Claire Fujii and Cheryl Bowman and Larry Watthey and Erik Wallin and William S. Hayes and Mark Borodovsky and Peter D. Karp and Hamilton O. Smith and Claire M. Fraser and J. Craig Venter	1997
('Software: Software', 1997)	0	0	0	Kunst,F., Ogasawara,N., Moszer,I., Albertin,A.M., Alloni,G., Azevedo,V., Bertero,M.G., Bessieres,P., Bolotin,A., Borchert,S. et al. (1997) Nature , 390, 249â€“256.	Software: Software	None	1997
('The Minimal Gene Complement of Mycoplasma genitalium', 1995)	0	1	1	Fraser,C.M., Gocayne,J.D., White,O., Adams,M.D., Clayton,R.A., Fleischmann,R.D., Bult,C.J., Kerlavage,A.R., Sutton,G.G., Kelley,J.M. et al. (1995) Science , 270, 397â€“403.	The Minimal Gene Complement of Mycoplasma genitalium	C. M. Fraser and J. D. Gocayne and O. White and M. D. Adams and R. A. Clayton and R. D. Fleischmann and C. J. Bult and A. R. Kerlavage and G. Sutton and J. M. Kelley and J. L. Fritchman and J. F. Weidman and K. V. Small and M. Sandusky and J. Fuhrmann and D. Nguyen and T. R. Utterback and D. M. Saudek and C. A. Phillips and J. M. Merrick and J.-F. Tomb and B. A. Dougherty and K. F. Bott and P.-C. Hu and T. S. Lucier	1995
('Complete Sequence Analysis of the Genome of the Bacterium Mycoplasma Pneumoniae', 1996)	0	1	1	Himmelreich,R., Hilbert,H., Plagens,H., Pirkl,E., Li,B.-C. and Herrmann,R. (1996) Nucleic Acids Res. , 24, 4420â€“4449.	Complete Sequence Analysis of the Genome of the Bacterium Mycoplasma Pneumoniae	R. Himmelreich and H. Hilbert and H. Plagens and E. Pirkl and B.-C. Li and R. Herrmann	1996
