citation	hash	is_parent	auto_verified	verified	year	title	author	URL	file_loc	reference_count	is_referenced_by_count
Nicolas Courty, Remi Flamary, Devis Tuia, and Alain Rako- Â´ tomamonjy, â€œOptimal transport for domain adaptation,â€\x9d IEEE TPAMI, vol. 39, no. 9, pp. 1853â€“1865, 2017.	('Optimal Transport for Domain Adaptation', 2017.0)	False	1.0	1.0	2017.0	Optimal Transport for Domain Adaptation	Nicolas Courty and Remi Flamary and Devis Tuia and Alain Rakotomamonjy	http://dx.doi.org/10.1109/tpami.2016.2615921	./bibliographies\database194.txt	53.0	5.0
Bianca Zadrozny, â€œLearning and evaluating classifiers under sample selection bias,â€\x9d in ICML, 2004, p. 114.	('Learning and evaluating classifiers under sample selection bias', 2004.0)	False	1.0	1.0	2004.0	Learning and evaluating classifiers under sample selection bias	Bianca Zadrozny	http://dx.doi.org/10.1145/1015330.1015425	./bibliographies\database194.txt	0.0	99.0
Boqing Gong, Kristen Grauman, and Fei Sha, â€œConnecting the dots with landmarks: Discriminatively learning domaininvariant features for unsupervised domain adaptation.,â€\x9d in ICML, 2013, pp. 222â€“230.	('Connecting the dots with landmarks: Discriminatively learning domaininvariant features for unsupervised domain adaptation', 2013.0)	False	0.0	1.0	2013.0	Connecting the dots with landmarks: Discriminatively learning domaininvariant features for unsupervised domain adaptation	Boqing Gong and Kristen Grauman and Fei Sha	http://dx.doi.org/10.1109/cvpr.2012.6247911	./bibliographies\database194.txt	28.0	39.0
Boqing Gong, Yuan Shi, Fei Sha, and Kristen Grauman, â€œGeodesic flow kernel for unsupervised domain adaptation,â€\x9d in IEEE CVPR, 2012, pp. 2066â€“2073.	('Geodesic flow kernel for unsupervised domain adaptation', 2012.0)	False	1.0	1.0	2012.0	Geodesic flow kernel for unsupervised domain adaptation	None	http://dx.doi.org/10.1109/cvpr.2012.6247911	./bibliographies\database194.txt	28.0	39.0
Antonio Torralba and Alexei A Efros, â€œUnbiased look at dataset bias,â€\x9d in IEEE CVPR, 2011, pp. 1521â€“1528.	('Unbiased look at dataset bias', 2011.0)	False	1.0	1.0	2011.0	Unbiased look at dataset bias	Antonio Torralba and Alexei A. Efros	http://dx.doi.org/10.1109/cvpr.2011.5995347	./bibliographies\database194.txt	21.0	247.0
Jiayuan Huang, Alexander J Smola, Arthur Gretton, Karsten M Borgwardt, and Bernhard Scholkopf, â€œCorrecting sample se- Â¨ lection bias by unlabeled data,â€\x9d in NIPS, 2007, p. 601.	('Covariate Shift by Kernel Mean Matching', 2008.0)	False	0.0	1.0	2008.0	Covariate Shift by Kernel Mean Matching	Arthur Gretton and Alex Smola and Jiayuan Huang and Marcel Schmittfull and Karsten Borgwardt and Bernhard Schölkopf	http://dx.doi.org/10.7551/mitpress/9780262170055.003.0008	./bibliographies\database194.txt	0.0	4.0
Basura Fernando, Amaury Habrard, Marc Sebban, and Tinne Tuytelaars, â€œUnsupervised visual domain adaptation using subspace alignment,â€\x9d in IEEE ICCV, 2013, pp. 2960â€“2967.	('Unsupervised Visual Domain Adaptation Using Subspace Alignment', 2013.0)	False	1.0	1.0	2013.0	Unsupervised Visual Domain Adaptation Using Subspace Alignment	Basura Fernando and Amaury Habrard and Marc Sebban and Tinne Tuytelaars	http://dx.doi.org/10.1109/iccv.2013.368	./bibliographies\database194.txt	19.0	152.0
Sinno Jialin Pan, Ivor W Tsang, James T Kwok, and Qiang Yang, â€œDomain adaptation via transfer component analysis,â€\x9d IEEE Trans. Neural Networks, vol. 22, no. 2, pp. 199â€“210, 2011.	('Domain Adaptation via Transfer Component Analysis', 2011.0)	False	1.0	1.0	2011.0	Domain Adaptation via Transfer Component Analysis	Sinno Jialin Pan and Ivor W. Tsang and James T. Kwok and Qiang Yang	http://dx.doi.org/10.1109/tnn.2010.2091281	./bibliographies\database194.txt	37.0	321.0
Kate Saenko, Brian Kulis, Mario Fritz, and Trevor Darrell, â€œAdapting visual category models to new domains,â€\x9d in ECCV, 2010, pp. 213â€“226.	('Adapting Visual Category Models to New Domains', 2010.0)	False	1.0	1.0	2010.0	Adapting Visual Category Models to New Domains	Kate Saenko and Brian Kulis and Mario Fritz and Trevor Darrell	http://dx.doi.org/10.1007/978-3-642-15561-1_16	./bibliographies\database194.txt	0.0	132.0
Takafumi Kanamori, Shohei Hido, and Masashi Sugiyama, â€œEfficient direct density ratio estimation for non-stationarity adaptation and outlier detection,â€\x9d in NIPS, 2009, pp. 809â€“816.	('Inlier-Based Outlier Detection via Direct Density Ratio Estimation', 2008.0)	False	0.0	1.0	2008.0	Inlier-Based Outlier Detection via Direct Density Ratio Estimation	Shohei Hido and Yuta Tsuboi and Hisashi Kashima and Masashi Sugiyama and Takafumi Kanamori	http://dx.doi.org/10.1109/icdm.2008.49	./bibliographies\database194.txt	24.0	14.0
Martin Jaggi, â€œRevisiting frank-wolfe: Projection-free sparse convex optimization.,â€\x9d in ICML, 2013, pp. 427â€“435.	('Convex optimization techniques for fitting sparse Gaussian graphical models', 2006.0)	False	0.0	1.0	2006.0	Convex optimization techniques for fitting sparse Gaussian graphical models	Onureena Banerjee and Laurent El Ghaoui and Alexandre d'Aspremont and Georges Natsoulis	http://dx.doi.org/10.1145/1143844.1143856	./bibliographies\database194.txt	0.0	29.0
Mingsheng Long, Jianmin Wang, Guiguang Ding, Jiaguang Sun, and Philip S Yu, â€œTransfer feature learning with joint distribution adaptation,â€\x9d in IEEE ICCV, 2013, pp. 2200â€“2207.	('Transfer Feature Learning with Joint Distribution Adaptation', 2013.0)	False	1.0	1.0	2013.0	Transfer Feature Learning with Joint Distribution Adaptation	Mingsheng Long and Jianmin Wang and Guiguang Ding and Jiaguang Sun and Philip S. Yu	http://dx.doi.org/10.1109/iccv.2013.274	./bibliographies\database194.txt	26.0	66.0
Raghuraman Gopalan, Ruonan Li, and Rama Chellappa, â€œDomain adaptation for object recognition: An unsupervised approach,â€\x9d in IEEE ICCV, 2011, pp. 999â€“1006.	('Domain adaptation for object recognition: An unsupervised approach', 2011.0)	False	1.0	1.0	2011.0	Domain adaptation for object recognition: An unsupervised approach	None	http://dx.doi.org/10.1109/iccv.2011.6126344	./bibliographies\database194.txt	43.0	213.0
Jerome Friedman, Trevor Hastie, and Robert Tibshirani, â€œA note on the group lasso and a sparse group lasso,â€\x9d arXiv preprint arXiv:1001.0736, 2010.	('A Sparse-Group Lasso', 2013.0)	False	1.0	1.0	2013.0	A Sparse-Group Lasso	Noah Simon and Jerome Friedman and Trevor Hastie and Robert Tibshirani	http://dx.doi.org/10.1080/10618600.2012.681250	./bibliographies\database194.txt	13.0	221.0
G. Griffin, A. Holub, and P. Perona, â€œCaltech-256 object category dataset,â€\x9d Tech. Rep. 7694, California Institute of Technology, 2007.	('Power Systems Advanced Research', 2007.0)	False	0.0	1.0	2007.0	Power Systems Advanced Research	None	http://dx.doi.org/10.2172/957505	./bibliographies\database194.txt	0.0	0.0
J. Ellson, E. Gansner, L. Koutsofios, S. C. North, and G. Woodhull. In Graph Drawing, pages 483â€“484. Springer, 2002.	('Graphviz— Open Source Graph Drawing Tools', 2002.0)	False	0.0	1.0	2002.0	Graphviz— Open Source Graph Drawing Tools	John Ellson and Emden Gansner and Lefteris Koutsofios and Stephen C. North and Gordon Woodhull	http://dx.doi.org/10.1007/3-540-45848-4_57	./bibliographies\database195.txt	0.0	51.0
M. Baur and M. Benkert. Network comparison. In Network analysis, pages 318â€“340. Springer, 2005.	('Network Comparison', 2005.0)	False	1.0	1.0	2005.0	Network Comparison	Michael Baur and Marc Benkert	http://dx.doi.org/10.1007/978-3-540-31955-9_12	./bibliographies\database195.txt	0.0	2.0
D. Holten and J. J. Van Wijk. Force-directed edge bundling for graph visualization. In Computer Graphics Forum, volume 28, pages 983â€“ 990. Wiley Online Library, 2009.	('Force-Directed Edge Bundling for Graph Visualization', 2009.0)	False	1.0	1.0	2009.0	Force-Directed Edge Bundling for Graph Visualization	Danny Holten and Jarke J. van Wijk	http://dx.doi.org/10.1111/j.1467-8659.2009.01450.x	./bibliographies\database195.txt	26.0	179.0
Y. Dabaghian, F. Memoli, L. Frank, and G. Carlsson. A topologi- Â´ cal paradigm for hippocampal spatial map formation using persistent homology. PLoS Computational Biology, 8(8):e1002581, 2012.	('A Topological Paradigm for Hippocampal Spatial Map Formation Using Persistent Homology', 2012.0)	False	0.0	1.0	2012.0	A Topological Paradigm for Hippocampal Spatial Map Formation Using Persistent Homology	Y. Dabaghian and F. Mémoli and L. Frank and G. Carlsson	http://dx.doi.org/10.1371/journal.pcbi.1002581	./bibliographies\database195.txt	0.0	38.0
V. de Silva, D. Morozov, and M. Vejdemo-Johansson. Persistent cohomology and circular coordinates. Proceedings 25th Annual Symposium on Computational Geometry, pages 227â€“236, 2009.	('Persistent cohomology and circular coordinates', 2009.0)	False	1.0	1.0	2009.0	Persistent cohomology and circular coordinates	Vin de Silva and Mikael Vejdemo-Johansson	http://dx.doi.org/10.1145/1542362.1542406	./bibliographies\database195.txt	0.0	5.0
M. Burch, B. Schmidt, and D. Weiskopf. A matrix-based visualization for exploring dynamic compound digraphs. In Information Visualisation International Conference, pages 66â€“73. IEEE, 2013.	('A Matrix-Based Visualization for Exploring Dynamic Compound Digraphs', 2013.0)	False	1.0	1.0	2013.0	A Matrix-Based Visualization for Exploring Dynamic Compound Digraphs	Michael Burch and Benjamin Schmidt and Daniel Weiskopf	http://dx.doi.org/10.1109/iv.2013.8	./bibliographies\database195.txt	21.0	8.0
D. Hansen, B. Shneiderman, and M. A. Smith. Analyzing social media networks with NodeXL: Insights from a connected world. Morgan Kaufmann, 2010.	('Part I. Getting Started with Analyzing Social Media Networks', 2011.0)	False	0.0	1.0	2011.0	Part I. Getting Started with Analyzing Social Media Networks	Derek L. Hansen and Ben Shneiderman and Marc A. Smith	http://dx.doi.org/10.1016/b978-0-12-382229-1.00016-3	./bibliographies\database195.txt	0.0	1.0
W. Javed and N. Elmqvist. Exploring the design space of composite visualization. In PacificVis 2012, pages 1â€“8. IEEE, 2012.	('Exploring the design space of composite visualization', 2012.0)	False	1.0	1.0	2012.0	Exploring the design space of composite visualization	Waqas Javed and Niklas Elmqvist	http://dx.doi.org/10.1109/pacificvis.2012.6183556	./bibliographies\database195.txt	45.0	33.0
Y. Hu. Efficient, high-quality force-directed graph drawing. Mathematica Journal, 10(1):37â€“71, 2005.	('Curvilinear Graph Drawing Using the Force-Directed Method', 2005.0)	False	0.0	1.0	2005.0	Curvilinear Graph Drawing Using the Force-Directed Method	Benjamin Finkel and Roberto Tamassia	http://dx.doi.org/10.1007/978-3-540-31843-9_46	./bibliographies\database195.txt	0.0	15.0
R. Ghrist. Barcodes: The persistent topology of data. Bullentin of the American Mathematical Society, 45:61â€“75, 2008.	('Barcodes: The persistent topology of data', 2007.0)	False	1.0	1.0	2007.0	Barcodes: The persistent topology of data	Robert Ghrist	http://dx.doi.org/10.1090/s0273-0979-07-01191-3	./bibliographies\database195.txt	0.0	175.0
M. Khoury, Y. Hu, S. Krishnan, and C. Scheidegger. Drawing large graphs by low-rank stress majorization. In Computer Graphics Forum, volume 31, pages 975â€“984. Wiley Online Library, 2012.	('Drawing Large Graphs by Low-Rank Stress Majorization', 2012.0)	False	1.0	1.0	2012.0	Drawing Large Graphs by Low-Rank Stress Majorization	Marc Khoury and Yifan Hu and Shankar Krishnan and Carlos Scheidegger	http://dx.doi.org/10.1111/j.1467-8659.2012.03090.x	./bibliographies\database195.txt	31.0	8.0
B. Cassidy, C. Rae, and V. Solo. Brain activity: Conditional dissimilarity and persistent homology. IEEE 12th International Symposium on Biomedical Imaging (ISBI), pages 1356 â€“ 1359, 2015.	('Brain activity: Conditional dissimilarity and persistent homology', 2015.0)	False	1.0	1.0	2015.0	Brain activity: Conditional dissimilarity and persistent homology	Ben Cassidy and Caroline Rae and Victor Solo	http://dx.doi.org/10.1109/isbi.2015.7164127	./bibliographies\database195.txt	13.0	5.0
I. Borg and P. J. Groenen. Modern multidimensional scaling: Theory and applications. Springer Science & Business Media, 2005.	('The Four Purposes of Multidimensional Scaling', 1997.0)	False	0.0	1.0	1997.0	The Four Purposes of Multidimensional Scaling	Ingwer Borg and Patrick Groenen	http://dx.doi.org/10.1007/978-1-4757-2711-1_1	./bibliographies\database195.txt	0.0	3.0
B. Wang, B. Summa, V. Pascucci, and M. Vejdemo-Johansson. Branching and circular features in high dimensional data. IEEE Transactions on Visualization and Computer Graphics, 17:1902â€“1911, 2011.	('Branching and Circular Features in High Dimensional Data', 2011.0)	False	1.0	1.0	2011.0	Branching and Circular Features in High Dimensional Data	None	http://dx.doi.org/10.1109/tvcg.2011.177	./bibliographies\database195.txt	51.0	12.0
D. Selassie, B. Heller, and J. Heer. Divided edge bundling for directional network data. IEEE Transactions on Visualization and Computer Graphics, 17(12):2354â€“2363, 2011.	('Divided Edge Bundling for Directional Network Data', 2011.0)	False	1.0	1.0	2011.0	Divided Edge Bundling for Directional Network Data	D. Selassie and B. Heller and J. Heer	http://dx.doi.org/10.1109/tvcg.2011.190	./bibliographies\database195.txt	19.0	44.0
E. R. Gansner, Y. Hu, S. North, and C. Scheidegger. Multilevel agglomerative edge bundling for visualizing large graphs. In IEEE Pacific Visualization Symposium, pages 187â€“194, 2011.	('Multilevel agglomerative edge bundling for visualizing large graphs', 2011.0)	False	1.0	1.0	2011.0	Multilevel agglomerative edge bundling for visualizing large graphs	Emden R. Gansner and Yifan Hu and Stephen North and Carlos Scheidegger	http://dx.doi.org/10.1109/pacificvis.2011.5742389	./bibliographies\database195.txt	27.0	43.0
T. Von Landesberger, A. Kuijper, T. Schreck, J. Kohlhammer, J. J. van Wijk, J.-D. Fekete, and D. W. Fellner. Visual analysis of large graphs: State-of-the-art and future research challenges. In Computer graphics forum, volume 30, pages 1719â€“1749. Wiley Online Library, 2011.	('Visual Analysis of Large Graphs: State-of-the-Art and Future Research Challenges', 2011.0)	False	1.0	1.0	2011.0	Visual Analysis of Large Graphs: State-of-the-Art and Future Research Challenges	T. von Landesberger and A. Kuijper and T. Schreck and J. Kohlhammer and J.J. van Wijk and J.-D. Fekete and D.W. Fellner	http://dx.doi.org/10.1111/j.1467-8659.2011.01898.x	./bibliographies\database195.txt	198.0	159.0
J. Leskovec, J. Kleinberg, and C. Faloutsos. Graph evolution: Densi- fication and shrinking diameters. ACM Transactions on Knowledge Discovery from Data (TKDD), 1(1):2, 2007.	('Graph evolution', 2007.0)	False	1.0	1.0	2007.0	Graph evolution	Jure Leskovec and Jon Kleinberg and Christos Faloutsos	http://dx.doi.org/10.1145/1217299.1217301	./bibliographies\database195.txt	0.0	552.0
E. R. Gansner, Y. Koren, and S. North. Graph drawing by stress majorization. In Graph Drawing, pages 239â€“250. Springer, 2005.	('Graph Drawing by Stress Majorization', 2005.0)	False	1.0	1.0	2005.0	Graph Drawing by Stress Majorization	Emden R. Gansner and Yehuda Koren and Stephen North	http://dx.doi.org/10.1007/978-3-540-31843-9_25	./bibliographies\database195.txt	0.0	41.0
A. Noack. Energy models for graph clustering. Journal of Graph Algorithms and Applications, 11(2):453â€“480, 2007.	('Energy Models for Graph Clustering', 2007.0)	False	1.0	1.0	2007.0	Energy Models for Graph Clustering	Andreas Noack	http://dx.doi.org/10.7155/jgaa.00154	./bibliographies\database195.txt	0.0	64.0
S. van den Elzen, D. Holten, J. Blaas, and J. J. van Wijk. Reducing snapshots to points: A visual analytics approach to dynamic network exploration. IEEE transactions on visualization and computer graphics, 22(1):1â€“10, 2016.	('Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration', 2016.0)	False	1.0	1.0	2016.0	Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration	Stef van den Elzen and Danny Holten and Jorik Blaas and Jarke J. van Wijk	http://dx.doi.org/10.1109/tvcg.2015.2468078	./bibliographies\database195.txt	63.0	27.0
K. Misue, P. Eades, W. Lai, and K. Sugiyama. Layout adjustment and the mental map. Journal of Visual Languages & Computing, 6(2):183â€“ 210, 1995.	('Layout Adjustment and the Mental Map', 1995.0)	False	1.0	1.0	1995.0	Layout Adjustment and the Mental Map	Kazuo Misue and Peter Eades and Wei Lai and Kozo Sugiyama	http://dx.doi.org/10.1006/jvlc.1995.1010	./bibliographies\database195.txt	0.0	186.0
F. R. Chung. Spectral graph theory, volume 92. American Mathematical Soc., 1997.	('SELECTED TOPICS IN SPECTRAL GRAPH THEORY', 2016.0)	False	0.0	1.0	2016.0	SELECTED TOPICS IN SPECTRAL GRAPH THEORY	XIAOGANG LIU	http://dx.doi.org/10.1017/s0004972715001768	./bibliographies\database195.txt	13.0	0.0
J. T. Vogelstein and C. E. Priebe. Shuffled graph classification: Theory and connectome applications. arXiv preprint arXiv:1112.5506, 2011.	('Shuffled Graph Classification: Theory and Connectome Applications', 2015.0)	False	1.0	1.0	2015.0	Shuffled Graph Classification: Theory and Connectome Applications	Joshua T. Vogelstein and Carey E. Priebe	http://dx.doi.org/10.1007/s00357-015-9170-6	./bibliographies\database195.txt	23.0	1.0
